4.725	4.69	0.42
6.02	8.085	0.42
6.125	10.08	0.42
4.06	10.15	0.42
10.045	4.69	0.42
9.275	5.46	0.42
5.635	7.56	0.42
1.68	10.78	0.42
3.15	6.16	0.42
8.61	4.55	0.42
8.68	3.78	0.385
8.47	2.73	0.42
3.71	0.77	0.42
4.69	1.505	0.42
1.68	1.435	0.455
8.225	9.38	0.42
3.185	1.75	0.42
1.575	8.96	0.42
1.68	8.19	0.42
2.1	10.57	0.42
1.68	10.325	0.42
5.53	5.005	0.42
5.25	6.72	0.42
10.745	6.125	0.42
1.61	4.55	0.385
0.455	6.895	0.42
7.035	7.105	0.42
4.34	10.675	0.42
11.025	6.545	0.42
6.3	7.56	0.42
10.36	7.385	0.455
8.4	7.98	0.42
2.835	10.78	0.42
8.225	3.675	0.42
7.07	7.49	0.42
4.375	9.415	0.42
3.815	6.37	0.42
10.115	7.035	0.42
0.42	1.75	0.42
1.54	0.245	0.42
4.9	8.26	0.42
2.31	3.08	0.42
1.26	7.105	0.42
4.2	5.39	0.42
10.675	5.67	0.42
4.76	7.385	0.42
8.75	5.32	0.42
5.565	8.155	0.42
5.18	2.975	0.42
1.995	5.67	0.42
10.29	6.16	0.42
0.77	0.91	0.42
4.2	1.015	0.42
9.73	5.46	0.42
9.66	7	0.42
2.695	1.995	0.42
0.665	8.89	0.42
1.96	0.875	0.42
4.095	1.715	0.42
7.91	7.385	0.42
5.985	6.23	0.42
3.64	9.275	0.42
3.64	10.43	0.42
7.21	4.76	0.42
5.81	2.73	0.42
7.175	2.45	0.42
6.125	0.63	0.42
6.58	2.555	0.42
0.49	2.415	0.42
3.92	8.75	0.42
3.5	7.14	0.42
6.23	3.57	0.42
5.53	10.535	0.42
2.8	7.175	0.42
10.43	2.87	0.42
9.835	1.715	0.42
2.38	11.025	0.385
4.725	5.95	0.42
6.51	6.72	0.42
0.805	4.025	0.42
3.71	9.555	0.42
3.045	5.635	0.42
1.155	10.465	0.42
10.605	4.445	0.42
3.85	7.665	0.42
5.775	1.89	0.42
9.345	3.465	0.42
10.185	2.065	0.455
1.505	5.845	0.42
5.32	5.775	0.42
4.795	10.92	0.42
9.205	2.065	0.42
6.09	10.64	0.42
6.37	1.435	0.42
7.28	3.22	0.42
5.95	7.21	0.42
3.08	3.745	0.42
9.52	1.505	0.42
9.695	6.23	0.42
6.58	10.395	0.42
2.38	9.8	0.42
7.84	5.25	0.42
8.4	6.405	0.42
3.045	9.17	0.385
2.275	4.445	0.42
5.39	8.785	0.42
7.91	3.22	0.42
6.51	8.505	0.42
3.36	1.225	0.42
0.91	5.04	0.42
3.29	2.31	0.42
3.92	7.035	0.42
5.075	10.5	0.42
9.66	7.77	0.42
9.975	7.49	0.42
7.07	5.95	0.42
5.495	10.85	0.42
8.75	7.105	0.42
2.8	0.56	0.42
9.38	5.985	0.42
2.135	7.805	0.42
7.49	8.855	0.455
2.03	2.205	0.42
