10.465	3.325	0.42
10.22	5.95	0.42
8.715	3.745	0.42
5.775	7.56	0.42
5.635	4.585	0.42
9.835	4.06	0.42
3.045	9.485	0.42
10.045	2.835	0.42
3.815	11.2	0.385
9.38	1.47	0.42
3.325	4.13	0.42
3.36	5.425	0.42
5.39	5.635	0.42
7	6.685	0.42
1.54	4.55	0.42
8.61	6.79	0.385
5.18	6.02	0.42
8.015	5.32	0.42
0.875	2.73	0.42
9.94	7.49	0.42
4.34	6.405	0.42
4.76	9.03	0.42
7.91	6.3	0.42
8.015	2.835	0.42
4.025	1.365	0.42
8.085	3.465	0.42
2.38	9.73	0.42
5.32	2.87	0.42
6.65	8.505	0.42
4.235	10.675	0.42
1.26	3.185	0.42
7.105	2.59	0.42
4.865	4.445	0.42
8.12	2.345	0.42
6.79	4.13	0.385
5.53	8.19	0.42
6.265	3.22	0.42
9.59	7.665	0.42
3.29	7.7	0.42
1.715	2.73	0.42
2.415	8.26	0.42
7.07	8.715	0.42
2.31	10.465	0.42
3.15	4.83	0.455
2.59	6.055	0.42
0.63	3.395	0.42
4.725	5.18	0.42
3.78	3.395	0.455
6.125	8.505	0.42
10.22	4.55	0.42
1.645	9.45	0.42
1.12	5.88	0.385
10.185	3.22	0.42
9.835	4.795	0.42
6.72	8.015	0.42
2.555	10.92	0.42
8.575	4.41	0.42
3.955	5.425	0.42
9.765	6.79	0.42
0.91	5.18	0.42
6.09	10.675	0.42
5.32	5.005	0.42
3.22	2.17	0.42
9.1	7.175	0.42
6.545	7.14	0.42
0.91	0.805	0.42
10.71	7.07	0.42
2.8	0.56	0.385
10.29	7.385	0.42
5.775	6.93	0.42
2.87	2.38	0.42
6.545	5.6	0.42
1.82	10.71	0.42
8.785	6.37	0.42
9.905	5.39	0.42
7.14	7.735	0.42
9.275	3.43	0.42
3.675	2.59	0.42
10.22	2.135	0.42
10.395	2.87	0.42
0.875	1.96	0.42
5.11	8.68	0.42
7.14	1.575	0.42
3.325	10.185	0.42
2.31	3.08	0.42
3.045	6.895	0.42
4.55	3.08	0.42
4.06	10.08	0.42
4.235	0.665	0.42
2.765	1.89	0.42
1.575	10.255	0.42
9.275	5.425	0.42
1.4	10.815	0.42
5.25	6.72	0.42
8.12	7.175	0.42
2.135	7.07	0.455
5.67	3.535	0.42
8.225	1.26	0.42
8.89	4.83	0.385
1.435	6.895	0.42
9.38	5.985	0.42
1.54	5.6	0.42
1.96	5.67	0.42
9.205	2.065	0.42
6.09	10.115	0.42
10.85	6.3	0.42
3.92	8.75	0.42
6.44	4.725	0.42
1.575	1.435	0.42
7.245	4.76	0.42
4.97	10.955	0.42
8.4	7.98	0.42
2.87	3.01	0.42
4.34	4.41	0.42
7.56	8.995	0.42
6.545	10.36	0.42
4.13	6.965	0.42
4.41	9.415	0.42
5.705	10.605	0.42
10.465	3.57	0.42
0.42	6.825	0.42
3.57	0.77	0.42
4.725	5.95	0.42
