3.745	3.99	0.42
10.29	3.29	0.455
2.17	9.275	0.42
1.925	10.885	0.42
1.785	6.125	0.42
5.67	7.49	0.42
6.37	8.505	0.42
2.135	0.945	0.42
0.42	1.785	0.42
9.38	4.9	0.42
2.73	10.815	0.42
3.465	6.23	0.42
8.295	5.285	0.42
2.94	5.495	0.42
5.075	9.065	0.42
4.34	10.675	0.42
4.025	1.4	0.42
1.715	1.435	0.455
7.91	3.22	0.42
2.065	2.205	0.42
7.56	1.575	0.42
3.675	9.555	0.42
6.23	5.635	0.42
3.885	9.24	0.42
8.26	3.57	0.42
6.3	3.115	0.42
10.22	7.385	0.42
1.26	8.225	0.385
2.275	10.22	0.42
4.34	3.955	0.42
2.59	9.345	0.42
3.08	9.135	0.42
2.1	10.57	0.42
2.31	4.9	0.42
1.75	10.465	0.42
9.485	5.39	0.42
9.03	5.81	0.42
9.555	5.88	0.42
9.625	7.245	0.455
5.95	6.23	0.42
3.465	0.735	0.42
7.175	2.45	0.42
0.56	2.94	0.42
6.23	10.01	0.42
2.31	7.595	0.42
1.295	10.745	0.42
9.17	3.71	0.42
5.425	6.37	0.42
5.88	6.825	0.42
10.22	5.95	0.42
6.72	1.82	0.42
4.41	0.315	0.455
5.81	5.005	0.42
10.15	2.065	0.42
9.73	6.79	0.42
7.56	9.03	0.42
3.22	8.645	0.42
9.065	4.41	0.42
2.45	5.565	0.42
9.905	5.285	0.42
4.69	4.76	0.42
1.505	2.835	0.42
1.26	9.205	0.42
7.945	4.55	0.42
8.225	9.38	0.42
3.01	10.045	0.42
2.695	10.325	0.42
7.945	7.49	0.42
4.83	8.225	0.42
9.485	1.505	0.42
5.635	4.55	0.42
1.96	6.79	0.42
8.645	4.9	0.42
8.4	2.765	0.42
3.465	5.04	0.42
9.765	7.735	0.42
5.775	1.365	0.42
4.83	10.99	0.42
8.19	6.37	0.42
2.73	1.89	0.385
9.87	4.76	0.42
3.36	8.015	0.42
7.14	10.045	0.42
5.11	1.435	0.42
10.64	4.41	0.42
2.205	8.47	0.42
6.3	7.77	0.42
4.795	7.35	0.42
4.165	0.665	0.42
8.54	4.585	0.42
7.07	7.49	0.42
3.92	7.665	0.42
0.77	4.445	0.42
7.735	5.95	0.42
3.92	11.235	0.42
8.75	7.105	0.42
8.68	7.91	0.42
3.745	6.72	0.42
6.545	7.21	0.42
10.605	5.075	0.42
3.99	6.37	0.42
4.025	5.81	0.42
9.94	2.8	0.42
4.62	8.96	0.42
2.345	11.06	0.385
6.58	6.755	0.42
2.765	1.33	0.42
1.75	4.62	0.42
3.675	10.5	0.42
2.8	0.42	0.42
3.71	2.555	0.42
6.195	4.55	0.42
4.655	1.82	0.42
5.425	3.29	0.42
4.095	7.105	0.42
5.67	5.88	0.42
5.565	10.57	0.42
0.98	10.43	0.42
7.35	3.675	0.42
0.63	1.085	0.42
3.15	2.275	0.42
0.595	8.785	0.42
7	6.615	0.385
