7.455	9.135	0.455
5.495	10.885	0.42
3.605	7.105	0.42
7.525	5.95	0.42
6.23	1.365	0.42
3.08	3.675	0.42
8.155	3.605	0.42
2.065	10.57	0.42
1.645	9.45	0.42
3.85	5.705	0.42
5.635	2.87	0.42
6.895	8.54	0.42
4.83	10.57	0.42
6.055	8.225	0.42
2.765	3.08	0.42
1.295	9.17	0.385
4.515	3.08	0.42
3.71	3.325	0.42
3.045	9.485	0.42
2.31	10.955	0.42
1.96	7.945	0.42
3.22	10.15	0.42
7.175	7.665	0.42
10.255	5.95	0.455
3.99	6.37	0.42
2.695	1.4	0.42
5.285	7.84	0.42
10.465	4.27	0.42
0.49	2.485	0.42
9.905	6.86	0.42
5.53	7.455	0.42
10.71	5.005	0.42
10.255	7.21	0.42
6.86	1.75	0.42
9.975	7.63	0.42
2.31	4.48	0.42
4.97	6.405	0.42
2.52	9.065	0.42
4.2	9.415	0.42
2.94	0.63	0.42
7.49	5.285	0.455
6.02	6.23	0.42
5.355	10.465	0.42
5.005	3.395	0.42
3.92	1.505	0.42
0.91	5.285	0.42
4.165	0.665	0.42
6.895	6.615	0.42
9.17	2.38	0.42
5.635	4.2	0.42
5.285	8.015	0.42
1.05	9.625	0.42
0.735	1.33	0.42
4.585	3.745	0.42
1.26	3.115	0.42
3.36	7.735	0.42
10.885	6.685	0.42
8.855	5.355	0.42
5.81	1.96	0.42
1.26	7.105	0.42
9.135	7.21	0.42
7.735	7.42	0.42
4.76	8.19	0.385
5.18	7	0.42
1.61	4.515	0.42
0.665	8.61	0.385
0.77	1.925	0.42
6.895	5.88	0.42
4.55	10.99	0.42
6.51	7.175	0.42
4.62	8.96	0.42
5.145	2.975	0.42
4.06	4.27	0.42
6.685	8.05	0.42
7.42	4.445	0.42
8.295	2.555	0.42
3.64	10.5	0.42
5.18	8.715	0.42
3.395	5.46	0.455
5.005	10.99	0.42
8.715	3.78	0.42
1.855	5.635	0.42
9.835	5.425	0.42
5.495	3.22	0.42
4.55	1.785	0.42
5.705	0.7	0.42
1.26	10.745	0.42
3.57	0.77	0.42
5.985	8.575	0.42
0.56	2.905	0.42
4.935	2.275	0.42
3.605	1.19	0.42
3.255	2.135	0.42
5.46	5.67	0.42
10.605	5.705	0.42
2.345	5.53	0.385
3.535	6.195	0.42
4.095	10.605	0.42
6.265	7.665	0.42
0.385	6.895	0.42
5.075	1.19	0.42
9.695	6.23	0.455
4.165	1.085	0.42
1.61	10.22	0.42
4.025	10.01	0.42
2.135	7.07	0.42
2.695	7.245	0.42
9.765	1.68	0.42
5.355	4.76	0.42
6.72	3.745	0.42
9.03	3.15	0.42
10.5	2.835	0.42
10.22	2.17	0.42
8.19	4.97	0.42
1.68	10.885	0.42
9.555	4.83	0.42
8.4	6.16	0.42
8.155	9.52	0.42
2.73	1.82	0.42
4.445	6.055	0.42
3.955	0.21	0.42
2.31	6.3	0.42
6.3	9.8	0.42
