9.66	7.77	0.42
2.73	10.815	0.42
5.285	7.84	0.42
5.95	6.23	0.42
7.035	6.685	0.42
8.75	7.735	0.42
1.995	7.91	0.42
9.765	6.79	0.42
4.69	4.76	0.42
10.255	6.3	0.42
6.16	3.605	0.42
4.9	8.225	0.42
9.275	5.39	0.455
3.745	6.895	0.455
0.805	3.955	0.42
10.605	5.04	0.42
2.415	8.295	0.42
9.205	6.02	0.385
10.115	7.07	0.42
10.745	6.93	0.42
7.91	7.385	0.42
7.315	3.15	0.42
7.07	8.715	0.42
1.61	10.92	0.42
3.99	4.06	0.42
2.065	2.24	0.42
7.455	5.285	0.42
1.015	10.5	0.42
5.635	0.7	0.42
1.435	6.895	0.42
4.025	9.975	0.42
2.345	4.795	0.42
0.525	1.295	0.42
6.965	2.38	0.42
10.36	4.27	0.385
4.62	6.86	0.42
3.22	10.185	0.42
8.435	6.125	0.42
2.205	0.945	0.42
5.355	2.87	0.42
8.82	4.865	0.42
6.16	8.155	0.42
9.73	3.08	0.42
0.665	8.89	0.42
5.355	4.725	0.42
2.8	0.49	0.385
10.64	5.635	0.42
3.22	8.645	0.42
5.81	7.49	0.42
3.15	2.135	0.42
4.27	0.945	0.42
3.045	6.125	0.42
7.315	6.055	0.42
4.83	11.025	0.42
5.705	3.5	0.42
7.28	4.76	0.42
8.82	6.335	0.42
0.42	6.755	0.42
3.22	1.75	0.42
3.045	3.605	0.42
9.31	3.43	0.42
2.31	7	0.42
6.545	1.785	0.42
9.975	5.355	0.42
4.165	6.44	0.42
8.47	2.73	0.42
3.325	7.7	0.42
3.255	9.485	0.42
4.585	10.675	0.42
1.575	10.22	0.385
4.655	7.315	0.42
5.46	1.645	0.42
3.675	2.66	0.42
5.075	3.43	0.42
2.765	1.33	0.42
2.45	11.165	0.42
1.995	10.99	0.42
1.155	2.135	0.42
3.395	0.735	0.42
2.135	3.115	0.42
8.61	4.34	0.42
6.23	10.01	0.42
4.34	4.41	0.42
2.45	9.59	0.42
10.08	1.925	0.42
9.31	7.245	0.42
3.64	9.555	0.42
6.65	5.705	0.42
4.13	10.64	0.42
0.945	0.77	0.42
5.075	1.155	0.42
2.975	6.93	0.385
6.02	8.925	0.42
6.3	4.69	0.42
8.015	5.635	0.42
5.95	5.39	0.42
3.535	9.24	0.42
8.015	4.41	0.42
2.905	9.275	0.42
0.56	2.905	0.42
5.39	5.53	0.42
2.065	0.455	0.42
1.925	10.535	0.42
6.3	3.115	0.42
6.405	8.54	0.42
1.505	2.835	0.42
10.08	7.49	0.42
4.725	5.95	0.42
3.85	1.47	0.42
5.32	8.82	0.42
6.44	1.19	0.42
1.015	9.66	0.42
9.45	4.83	0.42
1.925	5.6	0.42
6.37	2.45	0.42
0.98	5.18	0.42
8.12	3.465	0.42
7.245	9.205	0.42
5.775	5.74	0.385
6.475	7.28	0.42
5.775	1.96	0.42
9.415	1.505	0.42
4.655	1.82	0.42
