0.735	3.71	0.42
3.71	6.335	0.42
7.735	7.42	0.42
4.025	1.33	0.385
1.82	0.98	0.42
3.955	10.57	0.42
6.86	2.345	0.42
1.89	10.885	0.42
4.48	1.295	0.42
5.355	5.775	0.42
9.485	5.39	0.42
5.74	9.94	0.385
1.155	10.465	0.42
5.74	6.895	0.42
3.01	9.415	0.42
5.285	3.01	0.42
5.95	3.815	0.42
7.91	6.265	0.42
9.59	4.83	0.42
10.01	5.39	0.42
4.305	3.955	0.42
6.02	8.085	0.42
0.665	1.085	0.455
3.535	5.11	0.42
7.245	6.265	0.42
5.705	3.5	0.42
6.51	1.75	0.42
10.605	5.215	0.42
9.73	6.895	0.42
3.045	6.125	0.42
8.785	7.735	0.455
2.765	1.365	0.42
7.28	2.45	0.42
2.38	9.835	0.42
10.045	6.055	0.42
10.115	7.175	0.42
2.94	6.58	0.42
1.68	2.73	0.42
4.305	5.32	0.42
3.71	0.28	0.42
6.265	7.385	0.42
8.365	4.62	0.42
3.535	1.19	0.42
3.815	0.735	0.42
3.5	4.13	0.42
2.765	0.49	0.42
4.935	8.295	0.42
5.32	5.04	0.42
1.61	8.925	0.42
7.14	4.06	0.42
3.465	0.735	0.42
7.315	3.15	0.42
10.185	2.975	0.42
10.08	4.095	0.42
8.435	5.285	0.42
5.6	8.155	0.42
3.78	9.24	0.42
1.12	9.38	0.42
1.015	0.7	0.42
5.04	1.155	0.42
6.93	1.715	0.42
5.39	4.41	0.42
6.16	4.41	0.42
9.03	5.355	0.42
10.675	4.445	0.42
5.425	10.885	0.42
2.59	5.985	0.42
5.81	1.925	0.42
8.89	4.83	0.42
6.475	8.505	0.42
4.025	10.01	0.42
1.785	6.125	0.42
5.04	9.065	0.42
3.255	10.22	0.42
7.245	9.205	0.42
0.77	4.375	0.42
9.24	2.485	0.42
6.615	10.36	0.42
2.135	9.24	0.42
1.4	2.345	0.42
1.54	10.29	0.42
7.525	1.26	0.42
10.01	1.855	0.42
4.795	7.35	0.42
2.345	10.43	0.42
3.5	7.735	0.42
9.73	7.7	0.42
5.775	7.455	0.42
2.345	7.595	0.42
0.91	5.285	0.42
0.91	2.695	0.42
4.62	10.99	0.42
2.1	8.19	0.42
0.875	9.065	0.42
2.695	7.245	0.42
0.42	6.79	0.42
9.31	6.02	0.42
5.46	1.645	0.42
8.155	3.535	0.42
8.365	6.965	0.42
5.845	2.73	0.42
7.385	5.67	0.455
7.385	4.69	0.42
2.275	11.095	0.42
3.675	2.625	0.42
2.135	5.46	0.42
8.33	2.66	0.42
9.45	1.505	0.42
6.615	6.72	0.42
6.685	3.745	0.42
4.27	3.5	0.385
1.61	4.55	0.42
2.975	8.575	0.42
10.78	5.67	0.455
0.735	6.335	0.455
4.83	10.43	0.42
6.09	10.64	0.42
6.195	5.635	0.42
6.23	1.365	0.42
0.385	1.54	0.42
2.905	2.275	0.42
10.115	7.385	0.42
5.11	3.815	0.42
