5.18	1.365	0.455
7	6.02	0.385
8.4	3.43	0.385
1.75	7.105	0.42
10.955	6.58	0.385
4.585	2.52	0.42
9.1	4.48	0.42
6.405	3.605	0.455
6.685	4.76	0.385
3.57	10.5	0.455
4.725	5.88	0.42
1.505	0.245	0.42
2.835	0.805	0.385
1.26	2.275	0.385
4.235	6.965	0.385
8.54	5.74	0.42
3.99	4.305	0.385
5.565	4.62	0.42
6.335	2.485	0.42
2.275	8.715	0.385
2.17	4.83	0.42
9.695	5.425	0.455
6.23	7.735	0.385
3.64	6.09	0.385
0.455	1.61	0.455
9.38	7.91	0.42
4.69	8.995	0.455
10.605	2.485	0.385
8.96	6.86	0.42
7.595	1.61	0.42
7.91	6.755	0.455
5.6	10.57	0.42
6.23	1.085	0.42
3.64	3.15	0.385
7.315	9.24	0.455
5.39	3.185	0.455
10.045	7.07	0.42
7.91	4.55	0.385
3.43	7.665	0.42
0.91	8.26	0.455
1.47	5.845	0.42
6.44	9.975	0.42
4.095	0.945	0.455
9.17	2.555	0.385
7.28	3.045	0.42
2.625	3.255	0.455
2.275	1.89	0.455
0.91	4.935	0.455
1.435	3.885	0.385
3.01	9.59	0.385
10.36	4.62	0.385
