0.91	2.695	0.42
4.83	10.57	0.42
1.645	1.155	0.385
9.03	8.26	0.385
6.125	3.22	0.385
8.225	5.495	0.42
0.77	4.165	0.455
4.06	1.855	0.455
2.835	8.155	0.42
3.605	10.43	0.42
4.48	6.09	0.455
9.1	6.65	0.385
3.955	0.665	0.42
5.25	9.485	0.42
7.63	7.455	0.385
4.655	4.935	0.455
8.575	4.55	0.385
2.52	5.39	0.385
5.705	7.665	0.385
10.395	4.375	0.455
7	2.345	0.455
3.92	8.75	0.42
10.815	5.985	0.42
1.925	10.605	0.385
2.135	9.31	0.42
2.87	6.335	0.455
6.02	5.565	0.455
10.045	1.995	0.385
0.42	1.54	0.455
10.185	3.22	0.42
4.48	7.77	0.42
7.07	8.715	0.42
7.175	5.355	0.42
5.04	1.645	0.385
3.535	4.83	0.385
1.33	7.595	0.42
8.26	9.135	0.385
5.215	2.695	0.455
9.31	3.85	0.42
0.91	9.1	0.42
5.985	0.91	0.385
7.49	1.435	0.385
2.205	7.105	0.385
0.805	6.51	0.42
6.51	6.755	0.455
4.585	3.57	0.385
3.5	7.28	0.455
1.715	3.57	0.385
2.87	3.15	0.455
2.905	0.665	0.385
7.91	3.22	0.42
