3.64	2.8	0.385
9.205	2.555	0.42
3.465	0.595	0.42
1.82	3.395	0.385
6.265	10.255	0.42
7.805	8.785	0.385
9.8	1.715	0.42
8.61	4.34	0.42
2.38	4.76	0.455
7.455	4.41	0.455
9.555	5.845	0.385
0.63	3.29	0.455
10.78	5.95	0.385
4.305	10.85	0.42
7.42	7.315	0.455
3.43	7.595	0.455
8.085	3.045	0.455
2.625	1.68	0.42
6.51	2.66	0.42
7.525	1.295	0.42
6.545	8.225	0.385
6.44	1.61	0.385
2.275	6.405	0.455
9.94	4.83	0.455
6.37	6.685	0.42
1.68	10.745	0.42
4.06	1.54	0.455
1.085	9.52	0.455
2.905	3.535	0.42
4.655	4.935	0.455
5.075	1.4	0.385
5.355	3.01	0.42
0.91	6.685	0.455
2.275	8.89	0.385
5.285	10.465	0.42
10.605	3.325	0.42
1.26	2.275	0.385
5.53	7.42	0.455
2.1	7.875	0.455
3.5	8.925	0.42
3.395	10.29	0.455
0.49	1.33	0.42
6.125	3.675	0.385
4.935	9.065	0.455
10.675	6.965	0.385
6.72	5.53	0.42
8.4	6.125	0.385
5.81	5.11	0.42
3.465	4.9	0.385
3.675	6.58	0.455
1.785	0.98	0.385
