8.295	6.335	0.455
5.46	4.69	0.42
7.315	9.24	0.455
5.88	6.825	0.42
10.605	2.52	0.385
3.605	0.98	0.455
6.51	4.445	0.42
1.12	5.81	0.42
3.85	10.64	0.385
1.855	2.52	0.42
2.73	10.255	0.455
6.195	3.185	0.385
3.99	3.22	0.42
7.175	2.905	0.385
5.18	2.975	0.42
1.575	1.47	0.385
2.52	5.075	0.385
7.42	7.35	0.455
6.125	5.46	0.455
1.085	9.52	0.455
1.155	4.795	0.42
2.765	0.385	0.385
4.27	4.795	0.455
5.74	8.89	0.42
5.46	10.815	0.385
10.57	4.445	0.385
1.47	6.895	0.385
6.44	2.03	0.385
5.775	0.7	0.42
9.38	1.505	0.42
1.12	3.535	0.42
6.195	9.975	0.455
7.28	6.23	0.455
9.205	3.675	0.42
5.11	1.47	0.42
8.61	2.205	0.42
5.215	7.7	0.455
1.26	10.57	0.455
7.525	1.295	0.42
7.84	4.83	0.42
1.26	0.49	0.455
9.94	6.72	0.455
4.48	8.75	0.455
0.455	1.925	0.455
9.625	5.425	0.455
0.665	8.575	0.42
3.465	9.52	0.455
2.905	2.835	0.42
4.06	2.1	0.455
6.545	8.295	0.385
3.78	7.63	0.385
