1.61	1.645	0.385
6.86	5.39	0.42
9.24	4.935	0.42
8.085	7.35	0.385
9.345	3.885	0.42
6.755	2.31	0.385
9.31	1.645	0.455
1.89	10.85	0.42
2.065	7.91	0.455
6.755	7.35	0.455
2.835	6.545	0.42
7.84	8.645	0.385
6.51	10.465	0.385
5.04	9.1	0.455
8.785	6.055	0.455
0.63	3.325	0.455
7.28	6.475	0.385
4.515	6.685	0.385
5.95	3.71	0.42
10.395	4.97	0.42
7.595	3.15	0.385
2.66	1.96	0.42
5.775	6.86	0.385
1.155	5.81	0.455
2.625	3.815	0.42
0.525	1.295	0.42
0.665	8.82	0.455
8.015	4.445	0.455
6.615	8.855	0.455
5.46	0.77	0.42
4.725	5.145	0.42
4.41	10.92	0.42
2.38	4.795	0.455
10.185	3.22	0.42
9.87	7.105	0.455
1.47	3.955	0.385
3.605	0.525	0.455
5.81	1.89	0.455
1.54	6.93	0.385
10.71	6.195	0.385
4.445	1.155	0.42
3.325	10.57	0.42
7.595	1.645	0.385
4.025	4.025	0.42
10.255	2.205	0.42
1.225	0.525	0.455
3.78	7.665	0.385
3.115	2.94	0.455
3.64	8.995	0.42
4.62	3.08	0.455
2.205	9.205	0.455
