1.12	2.625	0.455
1.26	10.57	0.455
10.045	4.725	0.455
2.695	2.765	0.455
5.425	4.025	0.42
6.195	3.185	0.385
6.475	5.075	0.385
3.815	6.475	0.42
8.61	3.85	0.385
8.54	2.765	0.35
7.42	4.69	0.455
5.32	7.84	0.455
0.91	3.99	0.455
1.785	0.98	0.385
4.34	2.59	0.42
3.08	7.735	0.42
7.455	2.135	0.385
3.955	4.41	0.42
4.235	0.28	0.42
5.005	6.58	0.455
10.22	2.905	0.385
8.05	7.385	0.385
8.4	5.985	0.42
5.18	9.485	0.42
9.485	1.505	0.42
2.38	9.765	0.42
5.635	0.7	0.42
3.325	10.57	0.42
8.05	8.855	0.42
4.06	1.54	0.455
7.385	6.44	0.42
9.31	7.07	0.455
6.44	2.03	0.385
6.615	10.29	0.385
1.365	5.46	0.385
3.5	8.89	0.42
2.905	0.63	0.42
7	7.49	0.42
0.875	6.65	0.455
1.925	6.65	0.42
3.675	3.36	0.385
1.96	8.015	0.455
3.36	5.53	0.455
0.42	1.575	0.455
5.11	5.215	0.385
2.625	4.795	0.385
5.985	6.09	0.455
10.745	6.755	0.385
6.65	8.785	0.455
4.445	10.255	0.385
3.045	1.82	0.42
